departamento,provincia,candidato,partido,votos
LORETO,LORETO,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,36
LORETO,LORETO,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,34
LORETO,LORETO,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,30
LORETO,LORETO,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,30
LORETO,LORETO,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,21
LORETO,LORETO,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,21
LORETO,LORETO,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,16
LORETO,LORETO,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,13
LORETO,LORETO,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,12
LORETO,LORETO,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,11
LORETO,MARISCAL RAMÓN CASTILLA,,VOTOS EN BLANCO,9434
LORETO,MARISCAL RAMÓN CASTILLA,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,6857
LORETO,MARISCAL RAMÓN CASTILLA,,VOTOS NULOS,1568
LORETO,MARISCAL RAMÓN CASTILLA,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,858
LORETO,MARISCAL RAMÓN CASTILLA,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,780
LORETO,MARISCAL RAMÓN CASTILLA,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,581
LORETO,MARISCAL RAMÓN CASTILLA,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,500
LORETO,MARISCAL RAMÓN CASTILLA,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,469
LORETO,MARISCAL RAMÓN CASTILLA,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,371
LORETO,MARISCAL RAMÓN CASTILLA,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,242
LORETO,MARISCAL RAMÓN CASTILLA,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,165
LORETO,MARISCAL RAMÓN CASTILLA,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,159
LORETO,MARISCAL RAMÓN CASTILLA,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",125
LORETO,MARISCAL RAMÓN CASTILLA,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,97
LORETO,MARISCAL RAMÓN CASTILLA,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,79
LORETO,MARISCAL RAMÓN CASTILLA,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,76
LORETO,MARISCAL RAMÓN CASTILLA,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,71
LORETO,MARISCAL RAMÓN CASTILLA,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,62
LORETO,MARISCAL RAMÓN CASTILLA,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,59
LORETO,MARISCAL RAMÓN CASTILLA,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,40
LORETO,MARISCAL RAMÓN CASTILLA,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,39
LORETO,MARISCAL RAMÓN CASTILLA,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,35
LORETO,MARISCAL RAMÓN CASTILLA,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,33
LORETO,MARISCAL RAMÓN CASTILLA,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,32
LORETO,MARISCAL RAMÓN CASTILLA,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,28
LORETO,MARISCAL RAMÓN CASTILLA,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,26
LORETO,MARISCAL RAMÓN CASTILLA,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,25
LORETO,MARISCAL RAMÓN CASTILLA,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,20
LORETO,MARISCAL RAMÓN CASTILLA,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,19
LORETO,MARISCAL RAMÓN CASTILLA,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,19
LORETO,MARISCAL RAMÓN CASTILLA,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,18
LORETO,MARISCAL RAMÓN CASTILLA,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,17
LORETO,MARISCAL RAMÓN CASTILLA,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,15
LORETO,MARISCAL RAMÓN CASTILLA,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,14
LORETO,MARISCAL RAMÓN CASTILLA,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,13
LORETO,MARISCAL RAMÓN CASTILLA,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,7
LORETO,MARISCAL RAMÓN CASTILLA,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,7
LORETO,MARISCAL RAMÓN CASTILLA,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,2
LORETO,MAYNAS,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,47405
LORETO,MAYNAS,,VOTOS EN BLANCO,31294
LORETO,MAYNAS,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,28519
LORETO,MAYNAS,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,12720
LORETO,MAYNAS,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,11815
LORETO,MAYNAS,,VOTOS NULOS,11169
LORETO,MAYNAS,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,8762
LORETO,MAYNAS,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,8511
LORETO,MAYNAS,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,7390
LORETO,MAYNAS,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,6839
LORETO,MAYNAS,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,6000
LORETO,MAYNAS,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,4375
LORETO,MAYNAS,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",4055
LORETO,MAYNAS,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,3676
LORETO,MAYNAS,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,3534
LORETO,MAYNAS,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,1796
LORETO,MAYNAS,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,1675
LORETO,MAYNAS,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1298
LORETO,MAYNAS,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,961
LORETO,MAYNAS,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,947
LORETO,MAYNAS,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,901
LORETO,MAYNAS,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,840
LORETO,MAYNAS,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,786
LORETO,MAYNAS,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,729
LORETO,MAYNAS,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,626
LORETO,MAYNAS,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,586
LORETO,MAYNAS,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,534
LORETO,MAYNAS,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,433
LORETO,MAYNAS,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,417
LORETO,MAYNAS,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,352
LORETO,MAYNAS,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,317
LORETO,MAYNAS,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,306
LORETO,MAYNAS,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,296
LORETO,MAYNAS,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,296
LORETO,MAYNAS,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,245
LORETO,MAYNAS,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,222
LORETO,MAYNAS,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,168
LORETO,MAYNAS,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,98
LORETO,PUTUMAYO,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,911
LORETO,PUTUMAYO,,VOTOS EN BLANCO,453
LORETO,PUTUMAYO,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,357
LORETO,PUTUMAYO,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,96
LORETO,PUTUMAYO,,VOTOS NULOS,91
LORETO,PUTUMAYO,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,80
LORETO,PUTUMAYO,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,63
LORETO,PUTUMAYO,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,62
LORETO,PUTUMAYO,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,34
LORETO,PUTUMAYO,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,34
LORETO,PUTUMAYO,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,30
LORETO,PUTUMAYO,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,27
LORETO,PUTUMAYO,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,11
LORETO,PUTUMAYO,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,11
LORETO,PUTUMAYO,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,10
LORETO,PUTUMAYO,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,9
LORETO,PUTUMAYO,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,8
LORETO,PUTUMAYO,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,7
LORETO,PUTUMAYO,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,6
LORETO,PUTUMAYO,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",6
LORETO,PUTUMAYO,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,6
LORETO,PUTUMAYO,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,6
LORETO,PUTUMAYO,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,5
LORETO,PUTUMAYO,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,5
LORETO,PUTUMAYO,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,5
LORETO,PUTUMAYO,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,4
LORETO,PUTUMAYO,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,4
LORETO,PUTUMAYO,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,4
LORETO,PUTUMAYO,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,4
LORETO,PUTUMAYO,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,3
LORETO,PUTUMAYO,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,2
LORETO,PUTUMAYO,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,2
LORETO,PUTUMAYO,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,1
LORETO,PUTUMAYO,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,1
LORETO,PUTUMAYO,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,1
LORETO,PUTUMAYO,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,1
LORETO,PUTUMAYO,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,1
LORETO,PUTUMAYO,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,0
LORETO,REQUENA,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,5938
LORETO,REQUENA,,VOTOS EN BLANCO,3688
LORETO,REQUENA,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,2405
LORETO,REQUENA,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,2331
LORETO,REQUENA,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,2202
LORETO,REQUENA,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,1422
LORETO,REQUENA,,VOTOS NULOS,931
LORETO,REQUENA,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,646
LORETO,REQUENA,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,516
LORETO,REQUENA,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,416
LORETO,REQUENA,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,401
LORETO,REQUENA,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,377
LORETO,REQUENA,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,212
LORETO,REQUENA,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,136
LORETO,REQUENA,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,115
LORETO,REQUENA,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,104
LORETO,REQUENA,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",98
LORETO,REQUENA,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,86
LORETO,REQUENA,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,72
LORETO,REQUENA,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,67
LORETO,REQUENA,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,65
LORETO,REQUENA,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,58
LORETO,REQUENA,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,48
LORETO,REQUENA,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,37
LORETO,REQUENA,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,31
LORETO,REQUENA,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,27
LORETO,REQUENA,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,24
LORETO,REQUENA,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,22
LORETO,REQUENA,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,20
LORETO,REQUENA,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,19
LORETO,REQUENA,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,17
LORETO,REQUENA,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,14
LORETO,REQUENA,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,13
LORETO,REQUENA,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,10
LORETO,REQUENA,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,10
LORETO,REQUENA,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,9
LORETO,REQUENA,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,7
LORETO,REQUENA,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,5
LORETO,UCAYALI,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,5165
LORETO,UCAYALI,,VOTOS EN BLANCO,4908
LORETO,UCAYALI,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,2754
LORETO,UCAYALI,,VOTOS NULOS,1345
LORETO,UCAYALI,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,1140
LORETO,UCAYALI,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,944
LORETO,UCAYALI,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,902
LORETO,UCAYALI,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,657
LORETO,UCAYALI,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,600
LORETO,UCAYALI,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,543
LORETO,UCAYALI,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,291
LORETO,UCAYALI,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,254
LORETO,UCAYALI,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,202
LORETO,UCAYALI,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,197
LORETO,UCAYALI,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,146
LORETO,UCAYALI,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,132
LORETO,UCAYALI,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,114
LORETO,UCAYALI,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",104
LORETO,UCAYALI,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,97
LORETO,UCAYALI,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,89
LORETO,UCAYALI,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,79
LORETO,UCAYALI,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,72
LORETO,UCAYALI,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,71
LORETO,UCAYALI,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,70
LORETO,UCAYALI,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,69
LORETO,UCAYALI,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,52
LORETO,UCAYALI,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,40
LORETO,UCAYALI,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,34
LORETO,UCAYALI,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,34
LORETO,UCAYALI,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,31
LORETO,UCAYALI,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,25
LORETO,UCAYALI,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,23
LORETO,UCAYALI,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,19
LORETO,UCAYALI,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,16
LORETO,UCAYALI,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,15
LORETO,UCAYALI,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,10
LORETO,UCAYALI,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,10
LORETO,UCAYALI,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,10
MADRE DE DIOS,MANÚ,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,2847
MADRE DE DIOS,MANÚ,,VOTOS EN BLANCO,1991
MADRE DE DIOS,MANÚ,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,1109
MADRE DE DIOS,MANÚ,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,854
MADRE DE DIOS,MANÚ,,VOTOS NULOS,536
MADRE DE DIOS,MANÚ,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,527
MADRE DE DIOS,MANÚ,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,259
MADRE DE DIOS,MANÚ,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,235
MADRE DE DIOS,MANÚ,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,224
MADRE DE DIOS,MANÚ,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,215
MADRE DE DIOS,MANÚ,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,151
MADRE DE DIOS,MANÚ,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,146
MADRE DE DIOS,MANÚ,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,145
MADRE DE DIOS,MANÚ,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,143
MADRE DE DIOS,MANÚ,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,137
MADRE DE DIOS,MANÚ,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,129
MADRE DE DIOS,MANÚ,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,121
MADRE DE DIOS,MANÚ,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,120
MADRE DE DIOS,MANÚ,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,115
MADRE DE DIOS,MANÚ,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",88
MADRE DE DIOS,MANÚ,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,64
MADRE DE DIOS,MANÚ,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,51
MADRE DE DIOS,MANÚ,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,40
MADRE DE DIOS,MANÚ,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,23
MADRE DE DIOS,MANÚ,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,21
MADRE DE DIOS,MANÚ,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,15
MADRE DE DIOS,MANÚ,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,14
MADRE DE DIOS,MANÚ,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,13
MADRE DE DIOS,MANÚ,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,13
MADRE DE DIOS,MANÚ,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,11
MADRE DE DIOS,MANÚ,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,10
MADRE DE DIOS,MANÚ,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,10
MADRE DE DIOS,MANÚ,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,9
MADRE DE DIOS,MANÚ,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,9
MADRE DE DIOS,MANÚ,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,9
MADRE DE DIOS,MANÚ,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,5
MADRE DE DIOS,MANÚ,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,4
