departamento,provincia,candidato,partido,votos
ANCASH,SIHUAS,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,54
ANCASH,SIHUAS,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,48
ANCASH,SIHUAS,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,40
ANCASH,SIHUAS,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,35
ANCASH,SIHUAS,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,28
ANCASH,SIHUAS,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,24
ANCASH,SIHUAS,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,21
ANCASH,SIHUAS,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,20
ANCASH,SIHUAS,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,19
ANCASH,SIHUAS,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,16
ANCASH,SIHUAS,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,13
ANCASH,SIHUAS,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,11
ANCASH,SIHUAS,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,7
ANCASH,SIHUAS,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,7
ANCASH,SIHUAS,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,5
ANCASH,SIHUAS,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,4
ANCASH,SIHUAS,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,2
ANCASH,YUNGAY,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,7005
ANCASH,YUNGAY,,VOTOS EN BLANCO,6857
ANCASH,YUNGAY,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,4192
ANCASH,YUNGAY,,VOTOS NULOS,3165
ANCASH,YUNGAY,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,2555
ANCASH,YUNGAY,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,1764
ANCASH,YUNGAY,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,1632
ANCASH,YUNGAY,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,917
ANCASH,YUNGAY,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,660
ANCASH,YUNGAY,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,599
ANCASH,YUNGAY,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,344
ANCASH,YUNGAY,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,343
ANCASH,YUNGAY,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",333
ANCASH,YUNGAY,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,286
ANCASH,YUNGAY,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,271
ANCASH,YUNGAY,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,236
ANCASH,YUNGAY,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,225
ANCASH,YUNGAY,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,186
ANCASH,YUNGAY,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,154
ANCASH,YUNGAY,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,151
ANCASH,YUNGAY,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,148
ANCASH,YUNGAY,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,119
ANCASH,YUNGAY,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,104
ANCASH,YUNGAY,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,97
ANCASH,YUNGAY,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,79
ANCASH,YUNGAY,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,70
ANCASH,YUNGAY,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,68
ANCASH,YUNGAY,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,61
ANCASH,YUNGAY,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,57
ANCASH,YUNGAY,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,53
ANCASH,YUNGAY,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,49
ANCASH,YUNGAY,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,47
ANCASH,YUNGAY,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,27
ANCASH,YUNGAY,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,25
ANCASH,YUNGAY,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,25
ANCASH,YUNGAY,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,22
ANCASH,YUNGAY,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,19
ANCASH,YUNGAY,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,13
APURIMAC,ABANCAY,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,14580
APURIMAC,ABANCAY,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,8342
APURIMAC,ABANCAY,,VOTOS EN BLANCO,8308
APURIMAC,ABANCAY,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,7930
APURIMAC,ABANCAY,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,5547
APURIMAC,ABANCAY,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,3460
APURIMAC,ABANCAY,,VOTOS NULOS,3438
APURIMAC,ABANCAY,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,2811
APURIMAC,ABANCAY,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,1452
APURIMAC,ABANCAY,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,1426
APURIMAC,ABANCAY,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,1302
APURIMAC,ABANCAY,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",1036
APURIMAC,ABANCAY,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,889
APURIMAC,ABANCAY,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,596
APURIMAC,ABANCAY,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,561
APURIMAC,ABANCAY,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,515
APURIMAC,ABANCAY,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,468
APURIMAC,ABANCAY,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,421
APURIMAC,ABANCAY,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,386
APURIMAC,ABANCAY,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,353
APURIMAC,ABANCAY,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,324
APURIMAC,ABANCAY,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,280
APURIMAC,ABANCAY,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,265
APURIMAC,ABANCAY,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,225
APURIMAC,ABANCAY,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,188
APURIMAC,ABANCAY,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,150
APURIMAC,ABANCAY,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,141
APURIMAC,ABANCAY,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,112
APURIMAC,ABANCAY,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,99
APURIMAC,ABANCAY,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,88
APURIMAC,ABANCAY,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,82
APURIMAC,ABANCAY,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,80
APURIMAC,ABANCAY,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,73
APURIMAC,ABANCAY,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,68
APURIMAC,ABANCAY,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,68
APURIMAC,ABANCAY,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,30
APURIMAC,ABANCAY,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,25
APURIMAC,ABANCAY,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,17
APURIMAC,ANDAHUAYLAS,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,30833
APURIMAC,ANDAHUAYLAS,,VOTOS EN BLANCO,12796
APURIMAC,ANDAHUAYLAS,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,10085
APURIMAC,ANDAHUAYLAS,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,6813
APURIMAC,ANDAHUAYLAS,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,5374
APURIMAC,ANDAHUAYLAS,,VOTOS NULOS,4953
APURIMAC,ANDAHUAYLAS,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,3805
APURIMAC,ANDAHUAYLAS,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,2055
APURIMAC,ANDAHUAYLAS,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,2019
APURIMAC,ANDAHUAYLAS,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,1100
APURIMAC,ANDAHUAYLAS,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,957
APURIMAC,ANDAHUAYLAS,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,795
APURIMAC,ANDAHUAYLAS,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,745
APURIMAC,ANDAHUAYLAS,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,727
APURIMAC,ANDAHUAYLAS,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,683
APURIMAC,ANDAHUAYLAS,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",668
APURIMAC,ANDAHUAYLAS,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,570
APURIMAC,ANDAHUAYLAS,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,568
APURIMAC,ANDAHUAYLAS,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,380
APURIMAC,ANDAHUAYLAS,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,280
APURIMAC,ANDAHUAYLAS,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,233
APURIMAC,ANDAHUAYLAS,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,227
APURIMAC,ANDAHUAYLAS,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,200
APURIMAC,ANDAHUAYLAS,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,197
APURIMAC,ANDAHUAYLAS,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,185
APURIMAC,ANDAHUAYLAS,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,173
APURIMAC,ANDAHUAYLAS,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,167
APURIMAC,ANDAHUAYLAS,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,127
APURIMAC,ANDAHUAYLAS,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,125
APURIMAC,ANDAHUAYLAS,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,113
APURIMAC,ANDAHUAYLAS,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,93
APURIMAC,ANDAHUAYLAS,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,90
APURIMAC,ANDAHUAYLAS,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,86
APURIMAC,ANDAHUAYLAS,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,74
APURIMAC,ANDAHUAYLAS,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,63
APURIMAC,ANDAHUAYLAS,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,43
APURIMAC,ANDAHUAYLAS,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,34
APURIMAC,ANDAHUAYLAS,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,12
APURIMAC,ANTABAMBA,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,2528
APURIMAC,ANTABAMBA,,VOTOS EN BLANCO,1292
APURIMAC,ANTABAMBA,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,747
APURIMAC,ANTABAMBA,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,475
APURIMAC,ANTABAMBA,,VOTOS NULOS,329
APURIMAC,ANTABAMBA,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,260
APURIMAC,ANTABAMBA,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,117
APURIMAC,ANTABAMBA,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,115
APURIMAC,ANTABAMBA,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,108
APURIMAC,ANTABAMBA,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,76
APURIMAC,ANTABAMBA,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,72
APURIMAC,ANTABAMBA,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,71
APURIMAC,ANTABAMBA,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,67
APURIMAC,ANTABAMBA,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,57
APURIMAC,ANTABAMBA,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",56
APURIMAC,ANTABAMBA,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,53
APURIMAC,ANTABAMBA,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,42
APURIMAC,ANTABAMBA,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,40
APURIMAC,ANTABAMBA,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,30
APURIMAC,ANTABAMBA,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,29
APURIMAC,ANTABAMBA,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,28
APURIMAC,ANTABAMBA,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,25
APURIMAC,ANTABAMBA,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,24
APURIMAC,ANTABAMBA,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,20
APURIMAC,ANTABAMBA,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,12
APURIMAC,ANTABAMBA,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,12
APURIMAC,ANTABAMBA,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,10
APURIMAC,ANTABAMBA,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,6
APURIMAC,ANTABAMBA,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,6
APURIMAC,ANTABAMBA,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,5
APURIMAC,ANTABAMBA,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,5
APURIMAC,ANTABAMBA,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,5
APURIMAC,ANTABAMBA,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,4
APURIMAC,ANTABAMBA,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,3
APURIMAC,ANTABAMBA,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,3
APURIMAC,ANTABAMBA,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,2
APURIMAC,ANTABAMBA,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,1
APURIMAC,ANTABAMBA,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,1
APURIMAC,AYMARAES,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,5140
APURIMAC,AYMARAES,,VOTOS EN BLANCO,3147
APURIMAC,AYMARAES,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,1807
APURIMAC,AYMARAES,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,1708
APURIMAC,AYMARAES,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,1094
APURIMAC,AYMARAES,,VOTOS NULOS,853
APURIMAC,AYMARAES,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,406
APURIMAC,AYMARAES,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,350
APURIMAC,AYMARAES,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,314
APURIMAC,AYMARAES,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,264
APURIMAC,AYMARAES,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,208
APURIMAC,AYMARAES,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,197
APURIMAC,AYMARAES,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,176
APURIMAC,AYMARAES,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,172
APURIMAC,AYMARAES,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,169
APURIMAC,AYMARAES,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,130
APURIMAC,AYMARAES,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,125
APURIMAC,AYMARAES,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,100
APURIMAC,AYMARAES,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,96
APURIMAC,AYMARAES,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,96
APURIMAC,AYMARAES,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",95
APURIMAC,AYMARAES,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,57
APURIMAC,AYMARAES,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,57
APURIMAC,AYMARAES,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,48
APURIMAC,AYMARAES,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,36
APURIMAC,AYMARAES,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,30
APURIMAC,AYMARAES,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,30
APURIMAC,AYMARAES,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,29
APURIMAC,AYMARAES,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,28
APURIMAC,AYMARAES,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,25
APURIMAC,AYMARAES,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,18
APURIMAC,AYMARAES,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,16
APURIMAC,AYMARAES,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,14
APURIMAC,AYMARAES,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,11
APURIMAC,AYMARAES,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,11
APURIMAC,AYMARAES,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,11
APURIMAC,AYMARAES,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,10
APURIMAC,AYMARAES,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,3
APURIMAC,CHINCHEROS,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,10887
APURIMAC,CHINCHEROS,,VOTOS EN BLANCO,4344
APURIMAC,CHINCHEROS,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,2635
APURIMAC,CHINCHEROS,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,1689
APURIMAC,CHINCHEROS,,VOTOS NULOS,1624
APURIMAC,CHINCHEROS,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,1333
APURIMAC,CHINCHEROS,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,862
APURIMAC,CHINCHEROS,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,607
APURIMAC,CHINCHEROS,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,413
APURIMAC,CHINCHEROS,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,343
APURIMAC,CHINCHEROS,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,276
APURIMAC,CHINCHEROS,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,267
APURIMAC,CHINCHEROS,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,190
APURIMAC,CHINCHEROS,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,184
APURIMAC,CHINCHEROS,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,181
APURIMAC,CHINCHEROS,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,172
APURIMAC,CHINCHEROS,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,156
APURIMAC,CHINCHEROS,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,148
APURIMAC,CHINCHEROS,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",122
APURIMAC,CHINCHEROS,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,120
APURIMAC,CHINCHEROS,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,86
APURIMAC,CHINCHEROS,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,78
APURIMAC,CHINCHEROS,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,51
APURIMAC,CHINCHEROS,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,49
APURIMAC,CHINCHEROS,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,47
APURIMAC,CHINCHEROS,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,42
APURIMAC,CHINCHEROS,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,37
APURIMAC,CHINCHEROS,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,34
APURIMAC,CHINCHEROS,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,33
