departamento,provincia,candidato,partido,votos,avance_pct,votos_estimados,votos_restantes,total_region,pct_region_actual,pct_region_proyectado
CAJAMARCA,SAN PABLO,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,17,100.0,17.0,0.0,823450.5493310291,0.0020644834123689387,0.0020644834123689387
CAJAMARCA,SAN PABLO,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,16,100.0,16.0,0.0,823450.5493310291,0.0019430432116413542,0.0019430432116413542
CAJAMARCA,SAN PABLO,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,16,100.0,16.0,0.0,823450.5493310291,0.0019430432116413542,0.0019430432116413542
CAJAMARCA,SAN PABLO,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,15,100.0,15.0,0.0,823450.5493310291,0.0018216030109137692,0.0018216030109137692
CAJAMARCA,SAN PABLO,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,15,100.0,15.0,0.0,823450.5493310291,0.0018216030109137692,0.0018216030109137692
CAJAMARCA,SAN PABLO,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,14,100.0,14.0,0.0,823450.5493310291,0.0017001628101861847,0.0017001628101861847
CAJAMARCA,SAN PABLO,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,13,100.0,13.0,0.0,823450.5493310291,0.0015787226094586002,0.0015787226094586002
CAJAMARCA,SAN PABLO,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,11,100.0,11.0,0.0,823450.5493310291,0.001335842208003431,0.001335842208003431
CAJAMARCA,SAN PABLO,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,7,100.0,7.0,0.0,823450.5493310291,0.0008500814050930924,0.0008500814050930924
CAJAMARCA,SAN PABLO,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,7,100.0,7.0,0.0,823450.5493310291,0.0008500814050930924,0.0008500814050930924
CAJAMARCA,SAN PABLO,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,4,100.0,4.0,0.0,823450.5493310291,0.00048576080291033854,0.00048576080291033854
CAJAMARCA,SAN PABLO,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,3,100.0,3.0,0.0,823450.5493310291,0.00036432060218275387,0.00036432060218275387
CAJAMARCA,SANTA CRUZ,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,7878,91.27,8631.53281472554,753.5328147255404,823450.5493310291,0.9567059013319118,1.0482150776070032
CAJAMARCA,SANTA CRUZ,,VOTOS EN BLANCO,2800,91.27,3067.820751616084,267.8207516160842,823450.5493310291,0.340032562037237,0.3725567678725068
CAJAMARCA,SANTA CRUZ,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,2189,91.27,2398.3784376027174,209.37843760271744,823450.5493310291,0.2658325993926828,0.29125955888318483
CAJAMARCA,SANTA CRUZ,,VOTOS NULOS,1088,91.27,1192.0674920565357,104.06749205653568,823450.5493310291,0.13212693839161208,0.1447649155161741
CAJAMARCA,SANTA CRUZ,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,989,91.27,1083.5981154815383,94.59811548153834,823450.5493310291,0.1201043585195812,0.13159237265211043
CAJAMARCA,SANTA CRUZ,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,603,91.27,660.6771118658925,57.67711186589247,823450.5493310291,0.07322844103873354,0.08023276108111486
CAJAMARCA,SANTA CRUZ,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,357,91.27,391.14714583105075,34.14714583105075,823450.5493310291,0.043354151659747715,0.04750098790374462
CAJAMARCA,SANTA CRUZ,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,340,91.27,372.5210912676674,32.52109126766737,823450.5493310291,0.04128966824737878,0.0452390360988044
CAJAMARCA,SANTA CRUZ,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,306,91.27,335.2689821409006,29.26898214090062,823450.5493310291,0.0371607014226409,0.04071513248892396
CAJAMARCA,SANTA CRUZ,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,303,91.27,331.9820313355977,28.982031335597696,823450.5493310291,0.03679638082045814,0.04031596452334627
CAJAMARCA,SANTA CRUZ,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,209,91.27,228.99090610277202,19.990906102772016,823450.5493310291,0.02538100195206519,0.02780870160191212
CAJAMARCA,SANTA CRUZ,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,189,91.27,207.0779007340857,18.077900734085688,823450.5493310291,0.022952197937513494,0.025147581831394213
CAJAMARCA,SANTA CRUZ,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,151,91.27,165.44319053358169,14.443190533581685,823450.5493310291,0.01833747030986528,0.02009145426741019
CAJAMARCA,SANTA CRUZ,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,94,91.27,102.99112523282568,8.99112523282568,823450.5493310291,0.011415378868392955,0.012507262921434156
CAJAMARCA,SANTA CRUZ,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",88,91.27,96.4172236222198,8.417223622219794,823450.5493310291,0.010686737664027448,0.011708926990278787
CAJAMARCA,SANTA CRUZ,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,81,91.27,88.74767174317958,7.7476717431795805,823450.5493310291,0.009836656258934354,0.010777535070597519
CAJAMARCA,SANTA CRUZ,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,76,91.27,83.269420401008,7.269420401008006,823450.5493310291,0.00922945525529643,0.010112255127968043
CAJAMARCA,SANTA CRUZ,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,68,91.27,74.50421825353348,6.50421825353348,823450.5493310291,0.008257933649475755,0.009047807219760881
CAJAMARCA,SANTA CRUZ,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,55,91.27,60.26076476388737,5.260764763887373,823450.5493310291,0.0066792110400171545,0.007318079368924242
CAJAMARCA,SANTA CRUZ,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,53,91.27,58.06946422701874,5.0694642270187416,823450.5493310291,0.006436330638561986,0.007051967391872451
CAJAMARCA,SANTA CRUZ,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,47,91.27,51.49556261641284,4.49556261641284,823450.5493310291,0.0057076894341964775,0.006253631460717078
CAJAMARCA,SANTA CRUZ,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,42,91.27,46.017311274241266,4.0173112742412656,823450.5493310291,0.005100488430558554,0.005588351518087602
CAJAMARCA,SANTA CRUZ,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,36,91.27,39.44340966363537,3.4434096636353715,823450.5493310291,0.004371847226193047,0.004790015586932231
CAJAMARCA,SANTA CRUZ,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,35,91.27,38.34775939520105,3.3477593952010523,823450.5493310291,0.0042504070254654625,0.004656959598406335
CAJAMARCA,SANTA CRUZ,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,31,91.27,33.96515832146379,2.9651583214637895,823450.5493310291,0.0037646462225551236,0.0041247356443027535
CAJAMARCA,SANTA CRUZ,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,31,91.27,33.96515832146379,2.9651583214637895,823450.5493310291,0.0037646462225551236,0.0041247356443027535
CAJAMARCA,SANTA CRUZ,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,27,91.27,29.582557247726527,2.582557247726527,823450.5493310291,0.0032788854196447855,0.0035925116901991726
CAJAMARCA,SANTA CRUZ,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,26,91.27,28.48690697929221,2.486906979292211,823450.5493310291,0.0031574452189172004,0.0034594557016732774
CAJAMARCA,SANTA CRUZ,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,22,91.27,24.10430590555495,2.1043059055549485,823450.5493310291,0.002671684416006862,0.002927231747569697
CAJAMARCA,SANTA CRUZ,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,22,91.27,24.10430590555495,2.1043059055549485,823450.5493310291,0.002671684416006862,0.002927231747569697
CAJAMARCA,SANTA CRUZ,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,19,91.27,20.817355100252,1.8173551002520014,823450.5493310291,0.0023073638138241077,0.0025280637819920107
CAJAMARCA,SANTA CRUZ,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,18,91.27,19.721704831817686,1.7217048318176857,823450.5493310291,0.0021859236130965234,0.0023950077934661155
CAJAMARCA,SANTA CRUZ,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,17,91.27,18.62605456338337,1.62605456338337,823450.5493310291,0.0020644834123689387,0.0022619518049402203
CAJAMARCA,SANTA CRUZ,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,15,91.27,16.43475402651474,1.4347540265147387,823450.5493310291,0.0018216030109137692,0.00199583982788843
CAJAMARCA,SANTA CRUZ,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,12,91.27,13.14780322121179,1.14780322121179,823450.5493310291,0.0014572824087310155,0.0015966718623107435
CAJAMARCA,SANTA CRUZ,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,6,91.27,6.573901610605895,0.573901610605895,823450.5493310291,0.0007286412043655077,0.0007983359311553717
CAJAMARCA,SANTA CRUZ,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,5,91.27,5.478251342171579,0.4782513421715793,823450.5493310291,0.0006072010036379232,0.0006652799426294765
CAJAMARCA,SANTA CRUZ,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,4,91.27,4.382601073737264,0.3826010737372636,823450.5493310291,0.00048576080291033854,0.0005322239541035813
CALLAO,CALLAO,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,113796,95.066,119702.10169776785,5906.101697767852,670974.9016472766,16.959799795882855,17.8400267139491
CALLAO,CALLAO,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,82812,95.066,87110.0077840658,4298.007784065805,670974.9016472766,12.342041378402149,12.982603010963068
CALLAO,CALLAO,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,82672,95.066,86962.74167420529,4290.741674205288,670974.9016472766,12.321176216433155,12.960654930714616
CALLAO,CALLAO,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,66698,95.066,70159.67853912018,3461.6785391201847,670974.9016472766,9.940461235770982,10.45637897436621
CALLAO,CALLAO,,VOTOS EN BLANCO,59300,95.066,62377.71653377653,3077.7165337765327,670974.9016472766,8.837886462580876,9.296579705237283
CALLAO,CALLAO,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,44814,95.066,47139.88176635179,2325.881766351791,670974.9016472766,6.678938346274863,7.02558048752957
CALLAO,CALLAO,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,32745,95.066,34444.49119559043,1699.4911955904317,670974.9016472766,4.880212347676404,5.1334991981112115
CALLAO,CALLAO,,VOTOS NULOS,27803,95.066,29245.997517514144,1442.9975175141444,670974.9016472766,4.143672130170929,4.358731965340846
CALLAO,CALLAO,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",25437,95.066,26757.200260871392,1320.200260871392,670974.9016472766,3.7910508928949365,3.987809409142002
CALLAO,CALLAO,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,22253,95.066,23407.94816232933,1154.9481623293286,670974.9016472766,3.316517494971538,3.488647355491488
CALLAO,CALLAO,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,16511,95.066,17367.933856478656,856.9338564786558,670974.9016472766,2.4607477805003852,2.5884625213013956
CALLAO,CALLAO,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,7314,95.066,7693.602339427344,379.6023394273443,670974.9016472766,1.0900556760087103,1.1466304209798561
CALLAO,CALLAO,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,5703,95.066,5998.99017524667,295.99017524667033,670974.9016472766,0.8499572764940764,0.8940707261208806
CALLAO,CALLAO,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,4728,95.066,4973.386910146634,245.38691014663436,670974.9016472766,0.7046463270671565,0.741218024390588
CALLAO,CALLAO,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,4270,95.066,4491.616350745798,221.61635074579772,670974.9016472766,0.6363874400543058,0.6694164475777942
CALLAO,CALLAO,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,4173,95.066,4389.581974628153,216.58197462815315,670974.9016472766,0.6219308635472174,0.6542095634056523
CALLAO,CALLAO,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,4115,95.066,4328.571729114509,213.57172911450925,670974.9016472766,0.6132867250172058,0.6451167873027219
CALLAO,CALLAO,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,3308,95.066,3479.6877958470955,171.68779584709546,670974.9016472766,0.49301396995307817,0.5186017818705722
CALLAO,CALLAO,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,3119,95.066,3280.878547535396,161.87854753539614,670974.9016472766,0.46484600129493675,0.4889718735351616
CALLAO,CALLAO,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,2987,95.066,3142.0276439526224,155.02764395262238,670974.9016472766,0.4451731342955999,0.46827796930090665
CALLAO,CALLAO,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,2931,95.066,3083.121200008415,152.12120000841514,670974.9016472766,0.43682706950800243,0.45949873720152573
CALLAO,CALLAO,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,2745,95.066,2887.46765405087,142.4676540508699,670974.9016472766,0.40910621146348236,0.43033914487143915
CALLAO,CALLAO,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,2327,95.066,2447.773126038752,120.7731260387518,670974.9016472766,0.3468087992989156,0.36480844812963165
CALLAO,CALLAO,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,1943,95.066,2043.8432247070455,100.84322470704547,670974.9016472766,0.2895786407553902,0.3046079994481625
CALLAO,CALLAO,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,1921,95.066,2020.7014074432498,99.70140744324976,670974.9016472766,0.2862998295888341,0.30115901540912005
CALLAO,CALLAO,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,1671,95.066,1757.7262112637534,86.72621126375338,670974.9016472766,0.24904061178705975,0.2619660149654553
CALLAO,CALLAO,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,1639,95.066,1724.065386152778,85.06538615277805,670974.9016472766,0.24427143190843262,0.2569493109086662
CALLAO,CALLAO,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,1491,95.066,1568.384070014516,77.38407001451606,670974.9016472766,0.2222139749697822,0.23374705464601664
CALLAO,CALLAO,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1381,95.066,1452.6749836955378,71.67498369553778,670974.9016472766,0.2058199191370015,0.21650213445080416
CALLAO,CALLAO,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,1178,95.066,1239.1391243977866,61.139124397786645,670974.9016472766,0.17556543428196072,0.18467741809054836
CALLAO,CALLAO,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,988,95.066,1039.2779753013695,51.27797530136945,670974.9016472766,0.14724842875261224,0.15489073775336315
CALLAO,CALLAO,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,741,95.066,779.4584814760271,38.458481476027146,670974.9016472766,0.11043632156445918,0.11616805331502236
CALLAO,CALLAO,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,508,95.066,534.3655986367365,26.365598636736536,670974.9016472766,0.07571073057320547,0.0796401769015268
CALLAO,CALLAO,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,451,95.066,474.40725390781137,23.407253907811366,670974.9016472766,0.06721562891440092,0.07070417280037124
CALLAO,CALLAO,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,408,95.066,429.175520164938,21.175520164938007,670974.9016472766,0.060807043452495727,0.06396297672406089
CALLAO,CALLAO,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,389,95.066,409.1894052552963,20.18940525529632,670974.9016472766,0.05797534289956088,0.06098430869034238
CALLAO,CALLAO,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,338,95.066,355.54246523467907,17.54246523467907,670974.9016472766,0.05037446246799891,0.05298893659983477
CALLAO,CALLAO,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,261,95.066,274.5461048113942,13.546104811394173,670974.9016472766,0.03889862338505242,0.04091749246318602
CUSCO,ACOMAYO,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,3493,93.75,3725.866666666667,232.8666666666668,841673.0111087726,0.4150067726893748,0.44267389086866643
CUSCO,ACOMAYO,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,2633,93.75,2808.5333333333333,175.5333333333333,841673.0111087726,0.3128293250761877,0.33368461341460026
CUSCO,ACOMAYO,,VOTOS EN BLANCO,2001,93.75,2134.4,133.4000000000001,841673.0111087726,0.23774078217905495,0.2535901676576586
CUSCO,ACOMAYO,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,1796,93.75,1915.7333333333333,119.73333333333335,841673.0111087726,0.21338453013172548,0.2276101654738405
CUSCO,ACOMAYO,,VOTOS NULOS,954,93.75,1017.6,63.60000000000002,841673.0111087726,0.11334568025927957,0.12090205894323153
CUSCO,ACOMAYO,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,429,93.75,457.6,28.600000000000023,841673.0111087726,0.05096991282099679,0.05436790700906324
CUSCO,ACOMAYO,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,397,93.75,423.46666666666664,26.46666666666664,841673.0111087726,0.047167961281901455,0.05031249203402822
CUSCO,ACOMAYO,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,331,93.75,353.06666666666666,22.066666666666663,841673.0111087726,0.03932643623251733,0.04194819864801849
CUSCO,ACOMAYO,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,297,93.75,316.8,19.80000000000001,841673.0111087726,0.03528686272222854,0.037639320237043784
CUSCO,ACOMAYO,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,221,93.75,235.73333333333332,14.73333333333332,841673.0111087726,0.02625722781687713,0.028007709671335607
CUSCO,ACOMAYO,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,219,93.75,233.6,14.599999999999994,841673.0111087726,0.026019605845683674,0.027754246235395918
CUSCO,ACOMAYO,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,187,93.75,199.46666666666667,12.466666666666669,841673.0111087726,0.02221765430658834,0.0236988312603609
CUSCO,ACOMAYO,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,171,93.75,182.4,11.400000000000006,841673.0111087726,0.020316678537040677,0.02167112377284339
CUSCO,ACOMAYO,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,161,93.75,171.73333333333332,10.73333333333332,841673.0111087726,0.019128568681073387,0.020403806593144943
CUSCO,ACOMAYO,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,149,93.75,158.93333333333334,9.933333333333337,841673.0111087726,0.017702836853912638,0.018883025977506813
CUSCO,ACOMAYO,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",141,93.75,150.4,9.400000000000006,841673.0111087726,0.016752348969138804,0.017869172233748058
CUSCO,ACOMAYO,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,124,93.75,132.26666666666668,8.26666666666668,841673.0111087726,0.01473256221399441,0.015714733028260704
CUSCO,ACOMAYO,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,111,93.75,118.4,7.400000000000006,841673.0111087726,0.013188019401236931,0.014067220694652726
CUSCO,ACOMAYO,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,92,93.75,98.13333333333334,6.13333333333334,841673.0111087726,0.010930610674899078,0.011659318053225684
CUSCO,ACOMAYO,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,74,93.75,78.93333333333334,4.933333333333337,841673.0111087726,0.008792012934157954,0.009378147129768486
CUSCO,ACOMAYO,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,50,93.75,53.333333333333336,3.3333333333333357,841673.0111087726,0.005940549279836455,0.00633658589849222
CUSCO,ACOMAYO,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,48,93.75,51.2,3.200000000000003,841673.0111087726,0.0057029273086429974,0.006083122462552531
CUSCO,ACOMAYO,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,44,93.75,46.93333333333333,2.93333333333333,841673.0111087726,0.005227683366256081,0.005576195590673153
CUSCO,ACOMAYO,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,44,93.75,46.93333333333333,2.93333333333333,841673.0111087726,0.005227683366256081,0.005576195590673153
CUSCO,ACOMAYO,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,38,93.75,40.53333333333333,2.5333333333333314,841673.0111087726,0.004514817452675706,0.004815805282854086
CUSCO,ACOMAYO,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,35,93.75,37.333333333333336,2.3333333333333357,841673.0111087726,0.004158384495885519,0.004435610128944553
CUSCO,ACOMAYO,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,29,93.75,30.933333333333334,1.9333333333333336,841673.0111087726,0.003445518582305144,0.0036752198211254875
CUSCO,ACOMAYO,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,29,93.75,30.933333333333334,1.9333333333333336,841673.0111087726,0.003445518582305144,0.0036752198211254875
CUSCO,ACOMAYO,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,17,93.75,18.133333333333333,1.1333333333333329,841673.0111087726,0.002019786755144395,0.0021544392054873543
CUSCO,ACOMAYO,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,17,93.75,18.133333333333333,1.1333333333333329,841673.0111087726,0.002019786755144395,0.0021544392054873543
CUSCO,ACOMAYO,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,16,93.75,17.066666666666666,1.0666666666666664,841673.0111087726,0.0019009757695476657,0.00202770748751751
CUSCO,ACOMAYO,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,15,93.75,16.0,1.0,841673.0111087726,0.0017821647839509369,0.0019009757695476657
CUSCO,ACOMAYO,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,13,93.75,13.866666666666667,0.8666666666666671,841673.0111087726,0.0015445428127574782,0.001647512333607977
CUSCO,ACOMAYO,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,11,93.75,11.733333333333333,0.7333333333333325,841673.0111087726,0.0013069208415640203,0.0013940488976682882
CUSCO,ACOMAYO,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,10,93.75,10.666666666666666,0.6666666666666661,841673.0111087726,0.001188109855967291,0.0012673171796984436
CUSCO,ACOMAYO,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,7,93.75,7.466666666666667,0.4666666666666668,841673.0111087726,0.0008316768991771038,0.0008871220257889107
CUSCO,ACOMAYO,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,7,93.75,7.466666666666667,0.4666666666666668,841673.0111087726,0.0008316768991771038,0.0008871220257889107
CUSCO,ACOMAYO,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,6,93.75,6.4,0.40000000000000036,841673.0111087726,0.0007128659135803747,0.0007603903078190664
CUSCO,ANTA,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,7301,94.33,7739.849464645394,438.8494646453937,841673.0111087726,0.8674390058417192,0.9195791432648353
CUSCO,ANTA,,VOTOS EN BLANCO,6492,94.33,6882.221986642638,390.2219866426376,841673.0111087726,0.7713209184939653,0.8176835773284908
CUSCO,ANTA,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,5907,94.33,6262.058729990459,355.05872999045914,841673.0111087726,0.7018164919198788,0.7440013695747683
CUSCO,ANTA,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,4851,94.33,5142.5845436234495,291.58454362344946,841673.0111087726,0.5763520911297328,0.6109955381424074
CUSCO,ANTA,,VOTOS NULOS,3051,94.33,3234.3899077705923,183.38990777059234,841673.0111087726,0.3624923170556205,0.38428105274633784
CUSCO,ANTA,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,1936,94.33,2052.3693416728506,116.36934167285062,841673.0111087726,0.23001806811526757,0.24384402429266147
CUSCO,ANTA,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,1786,94.33,1893.353122018446,107.3531220184459,841673.0111087726,0.2121964202757582,0.22495115050965567
