departamento,provincia,candidato,partido,votos,avance_pct,votos_estimados,votos_restantes,total_region,pct_region_actual,pct_region_proyectado
HUANCAVELICA,HUANCAVELICA,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,2972,95.052,3126.709590539915,154.7095905399151,217957.59530570664,1.3635679893749433,1.4345494985638845
HUANCAVELICA,HUANCAVELICA,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,2534,95.052,2665.9091865505197,131.90918655051973,217957.59530570664,1.1626114687335487,1.223132042180647
HUANCAVELICA,HUANCAVELICA,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,1863,95.052,1959.979800530236,96.97980053023593,217957.59530570664,0.8547534199883982,0.8992482220136327
HUANCAVELICA,HUANCAVELICA,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1543,95.052,1623.321971131591,80.321971131591,217957.59530570664,0.7079358706613519,0.744787979907158
HUANCAVELICA,HUANCAVELICA,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,1394,95.052,1466.565669317847,72.5656693178471,217957.59530570664,0.6395739492559459,0.6728674296763307
HUANCAVELICA,HUANCAVELICA,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,1329,95.052,1398.1820477212473,69.18204772124727,217957.59530570664,0.6097516345488896,0.641492692998453
HUANCAVELICA,HUANCAVELICA,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,1230,95.052,1294.0285317510416,64.02853175104156,217957.59530570664,0.5643299552258346,0.5937065555967623
HUANCAVELICA,HUANCAVELICA,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,1159,95.052,1219.3325758532171,60.33257585321712,217957.59530570664,0.5317548114688961,0.5594356893793883
HUANCAVELICA,HUANCAVELICA,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,1082,95.052,1138.3242856541683,56.32428565416831,217957.59530570664,0.4964268386620756,0.5222686936225178
HUANCAVELICA,HUANCAVELICA,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,873,95.052,918.4446408281782,45.444640828178194,217957.59530570664,0.40053662675784846,0.4213868479967265
HUANCAVELICA,HUANCAVELICA,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",861,95.052,905.8199722257291,44.81997222572909,217957.59530570664,0.39503096865808424,0.4155945889177337
HUANCAVELICA,HUANCAVELICA,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,637,95.052,670.1594916466776,33.159491646677566,217957.59530570664,0.29225868412915174,0.3074724194432013
HUANCAVELICA,HUANCAVELICA,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,526,95.052,553.3813070740226,27.38130707402263,217957.59530570664,0.2413313467063325,0.2538940229625179
HUANCAVELICA,HUANCAVELICA,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,420,95.052,441.8634010857215,21.863401085721478,217957.59530570664,0.19269803349174838,0.20272906776474814
HUANCAVELICA,HUANCAVELICA,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,415,95.052,436.60312250136764,21.603122501367636,217957.59530570664,0.19040400928351328,0.20031562648183446
HUANCAVELICA,HUANCAVELICA,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,323,95.052,339.81399654925724,16.81399654925724,217957.59530570664,0.14819396385198746,0.15590830687622295
HUANCAVELICA,HUANCAVELICA,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,231,95.052,243.02487059714682,12.024870597146815,217957.59530570664,0.1059839184204616,0.11150098727061147
HUANCAVELICA,HUANCAVELICA,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,199,95.052,209.35908765728232,10.359087657282316,217957.59530570664,0.09130216348775698,0.09605496305996399
HUANCAVELICA,HUANCAVELICA,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,149,95.052,156.75630181374405,7.756301813744045,217957.59530570664,0.06836192140540598,0.07192055023082732
HUANCAVELICA,HUANCAVELICA,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,144,95.052,151.49602322939023,7.496023229390232,217957.59530570664,0.06606789719717088,0.06950710894791365
HUANCAVELICA,HUANCAVELICA,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,124,95.052,130.45490889197492,6.454908891974924,217957.59530570664,0.05689180036423047,0.05985334381625897
HUANCAVELICA,HUANCAVELICA,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,120,95.052,126.24668602449185,6.246686024491851,217957.59530570664,0.0550565809976424,0.057922590789928036
HUANCAVELICA,HUANCAVELICA,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,103,95.052,108.36173883768885,5.361738837688847,217957.59530570664,0.04725689868964306,0.04971689042802157
HUANCAVELICA,HUANCAVELICA,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,83,95.052,87.32062450027354,4.320624500273539,217957.59530570664,0.03808080185670266,0.040063125296366894
HUANCAVELICA,HUANCAVELICA,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,80,95.052,84.16445734966123,4.164457349661234,217957.59530570664,0.036704387331761595,0.03861506052661869
HUANCAVELICA,HUANCAVELICA,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,76,95.052,79.95623448217817,3.956234482178175,217957.59530570664,0.034869167965173524,0.036684307500287755
HUANCAVELICA,HUANCAVELICA,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,76,95.052,79.95623448217817,3.956234482178175,217957.59530570664,0.034869167965173524,0.036684307500287755
HUANCAVELICA,HUANCAVELICA,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,75,95.052,78.9041787653074,3.9041787653074067,217957.59530570664,0.034410363123526494,0.036201619243705026
HUANCAVELICA,HUANCAVELICA,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,57,95.052,59.96717586163363,2.9671758616336277,217957.59530570664,0.02615187597388014,0.027513230625215816
HUANCAVELICA,HUANCAVELICA,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,54,95.052,56.81100871102134,2.811008711021337,217957.59530570664,0.02477546144893908,0.026065165855467615
HUANCAVELICA,HUANCAVELICA,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,49,95.052,51.55073012666751,2.55073012666751,217957.59530570664,0.02248143724070398,0.02365172457255395
HUANCAVELICA,HUANCAVELICA,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,49,95.052,51.55073012666751,2.55073012666751,217957.59530570664,0.02248143724070398,0.02365172457255395
HUANCAVELICA,HUANCAVELICA,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,19,95.052,19.989058620544544,0.9890586205445437,217957.59530570664,0.008717291991293381,0.009171076875071939
HUANCAVELICA,HUAYTARA,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,2686,96.429,2785.4691016188076,99.4691016188076,217957.59530570664,1.2323498046638957,1.2779867100808842
HUANCAVELICA,HUAYTARA,,VOTOS EN BLANCO,2051,96.429,2126.9535098362526,75.95350983625258,217957.59530570664,0.9410087302180381,0.9758565682709953
HUANCAVELICA,HUAYTARA,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,1568,96.429,1626.0668471103093,58.066847110309254,217957.59530570664,0.7194059917025274,0.7460473422959145
HUANCAVELICA,HUAYTARA,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,1218,96.429,1263.1054973089008,45.105497308900794,217957.59530570664,0.5588242971260703,0.5795189176762906
HUANCAVELICA,HUAYTARA,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,675,96.429,699.996888902716,24.996888902716023,217957.59530570664,0.3096932681117385,0.32116196176641726
HUANCAVELICA,HUAYTARA,,VOTOS NULOS,591,96.429,612.886164950378,21.886164950377974,217957.59530570664,0.2711536614133888,0.28119513985770755
HUANCAVELICA,HUAYTARA,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,352,96.429,365.03541465741637,13.035414657416368,217957.59530570664,0.16149930425975104,0.16748001561745018
HUANCAVELICA,HUAYTARA,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,344,96.429,356.73915523338417,12.739155233384167,217957.59530570664,0.15782886552657488,0.1636736516261445
HUANCAVELICA,HUAYTARA,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,250,96.429,259.25810700100595,9.258107001005953,217957.59530570664,0.114701210411755,0.11894887472830269
HUANCAVELICA,HUAYTARA,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,250,96.429,259.25810700100595,9.258107001005953,217957.59530570664,0.114701210411755,0.11894887472830269
HUANCAVELICA,HUAYTARA,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,242,96.429,250.96184757697372,8.961847576973724,217957.59530570664,0.11103077167857883,0.115142510736997
HUANCAVELICA,HUAYTARA,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,184,96.429,190.81396675274036,6.813966752740356,217957.59530570664,0.08442009086305167,0.08754637180003078
HUANCAVELICA,HUAYTARA,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,122,96.429,126.51795621649089,4.517956216490887,217957.59530570664,0.05597419068093643,0.05804705086741171
HUANCAVELICA,HUAYTARA,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,110,96.429,114.0735670804426,4.073567080442601,217957.59530570664,0.0504685325811722,0.052337504880453176
HUANCAVELICA,HUAYTARA,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,108,96.429,111.99950222443456,3.999502224434565,217957.59530570664,0.04955092289787816,0.05138591388262676
HUANCAVELICA,HUAYTARA,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,108,96.429,111.99950222443456,3.999502224434565,217957.59530570664,0.04955092289787816,0.05138591388262676
HUANCAVELICA,HUAYTARA,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",103,96.429,106.81434008441444,3.8143400844144395,217957.59530570664,0.04725689868964306,0.0490069363880607
HUANCAVELICA,HUAYTARA,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,97,96.429,100.5921455163903,3.5921455163903033,217957.59530570664,0.04450406963976094,0.04615216339458145
HUANCAVELICA,HUAYTARA,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,84,96.429,87.11072395233799,3.1107239523379917,217957.59530570664,0.03853960669834968,0.039966821908709704
HUANCAVELICA,HUAYTARA,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,74,96.429,76.74039967229776,2.7403996722977553,217957.59530570664,0.03395155828187948,0.03520886691957759
HUANCAVELICA,HUAYTARA,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,65,96.429,67.40710782026154,2.407107820261544,217957.59530570664,0.029822314707056298,0.030926707429358703
HUANCAVELICA,HUAYTARA,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,54,96.429,55.99975111221728,1.9997511122172824,217957.59530570664,0.02477546144893908,0.02569295694131338
HUANCAVELICA,HUAYTARA,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,40,96.429,41.481297120160946,1.4812971201609457,217957.59530570664,0.018352193665880798,0.019031819956528428
HUANCAVELICA,HUAYTARA,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,34,96.429,35.25910255213681,1.2591025521368095,217957.59530570664,0.015599364615998678,0.016177046963049165
HUANCAVELICA,HUAYTARA,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,31,96.429,32.148005268124734,1.1480052681247344,217957.59530570664,0.014222950091057618,0.014749660466309534
HUANCAVELICA,HUAYTARA,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,27,96.429,27.99987555610864,0.9998755561086412,217957.59530570664,0.01238773072446954,0.01284647847065669
HUANCAVELICA,HUAYTARA,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,26,96.429,26.962843128104616,0.9628431281046161,217957.59530570664,0.01192892588282252,0.01237068297174348
HUANCAVELICA,HUAYTARA,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,23,96.429,23.851745844092545,0.8517458440925445,217957.59530570664,0.01055251135788146,0.010943296475003847
HUANCAVELICA,HUAYTARA,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,19,96.429,19.70361613207645,0.7036161320764514,217957.59530570664,0.008717291991293381,0.009040114479351005
HUANCAVELICA,HUAYTARA,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,16,96.429,16.59251884806438,0.5925188480643797,217957.59530570664,0.0073408774663523205,0.007612727982611372
HUANCAVELICA,HUAYTARA,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,13,96.429,13.481421564052308,0.48142156405230807,217957.59530570664,0.00596446294141126,0.00618534148587174
HUANCAVELICA,HUAYTARA,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,12,96.429,12.444389136048285,0.4443891360482848,217957.59530570664,0.00550565809976424,0.005709545986958529
HUANCAVELICA,HUAYTARA,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,12,96.429,12.444389136048285,0.4443891360482848,217957.59530570664,0.00550565809976424,0.005709545986958529
HUANCAVELICA,HUAYTARA,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,11,96.429,11.407356708044261,0.4073567080442615,217957.59530570664,0.00504685325811722,0.005233750488045318
HUANCAVELICA,HUAYTARA,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,9,96.429,9.333291852036213,0.33329185203621314,217957.59530570664,0.00412924357482318,0.0042821594902188965
HUANCAVELICA,HUAYTARA,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,7,96.429,7.259226996028166,0.2592269960281657,217957.59530570664,0.00321163389152914,0.003330568492392475
HUANCAVELICA,HUAYTARA,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,7,96.429,7.259226996028166,0.2592269960281657,217957.59530570664,0.00321163389152914,0.003330568492392475
HUANCAVELICA,HUAYTARA,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,6,96.429,6.222194568024142,0.2221945680241424,217957.59530570664,0.00275282904988212,0.0028547729934792643
HUANCAVELICA,TAYACAJA,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,19995,95.82,20867.251095804633,872.2510958046332,217957.59530570664,9.173802808732164,9.573995834619248
HUANCAVELICA,TAYACAJA,,VOTOS EN BLANCO,8829,95.82,9214.151534126488,385.1515341264876,217957.59530570664,4.050787946901539,4.227497335526549
HUANCAVELICA,TAYACAJA,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,5170,95.82,5395.5332915883955,225.5332915883955,217957.59530570664,2.3720210313150933,2.4754967974484385
HUANCAVELICA,TAYACAJA,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,2639,95.82,2754.122312669589,115.12231266958906,217957.59530570664,1.2107859771064857,1.2636046515408954
HUANCAVELICA,TAYACAJA,,VOTOS NULOS,2632,95.82,2746.8169484450013,114.81694844500134,217957.59530570664,1.2075743432149566,1.2602529150646595
HUANCAVELICA,TAYACAJA,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,2600,95.82,2713.4209977040287,113.42099770402865,217957.59530570664,1.192892588282252,1.2449306911732958
HUANCAVELICA,TAYACAJA,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,1283,95.82,1338.9689000208725,55.968900020872525,217957.59530570664,0.5886466118331266,0.6143254141443609
HUANCAVELICA,TAYACAJA,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,1255,95.82,1309.7474431225214,54.74744312252142,217957.59530570664,0.5758000762670101,0.6009184682394177
HUANCAVELICA,TAYACAJA,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,928,95.82,968.4825714882071,40.4825714882071,217957.59530570664,0.4257708930484346,0.4443444928495455
HUANCAVELICA,TAYACAJA,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,849,95.82,886.0363180964308,37.03631809643082,217957.59530570664,0.38952531055831996,0.40651775261774153
HUANCAVELICA,TAYACAJA,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,602,95.82,628.2613233145481,26.26132331454812,217957.59530570664,0.276200514671506,0.28824933695627847
HUANCAVELICA,TAYACAJA,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,601,95.82,627.2176998538928,26.217699853892782,217957.59530570664,0.275741709829859,0.28777051745967336
HUANCAVELICA,TAYACAJA,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,557,95.82,581.2982675850553,24.298267585055328,217957.59530570664,0.2555542967973901,0.26670245960904837
HUANCAVELICA,TAYACAJA,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,505,95.82,527.0298476309748,22.029847630974814,217957.59530570664,0.23169644503174508,0.24180384578558248
HUANCAVELICA,TAYACAJA,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,464,95.82,484.24128574410355,20.24128574410355,217957.59530570664,0.2128854465242173,0.22217224642477276
HUANCAVELICA,TAYACAJA,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,370,95.82,386.1406804424964,16.140680442496375,217957.59530570664,0.1697577914093974,0.1771632137438921
HUANCAVELICA,TAYACAJA,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,327,95.82,341.2648716343144,14.264871634314375,217957.59530570664,0.15002918321857553,0.15657397538987222
HUANCAVELICA,TAYACAJA,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",318,95.82,331.8722604884158,13.872260488415805,217957.59530570664,0.14589993964375236,0.15226459992042618
HUANCAVELICA,TAYACAJA,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,267,95.82,278.64746399499063,11.64746399499063,217957.59530570664,0.12250089271975434,0.1278448055935654
HUANCAVELICA,TAYACAJA,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,248,95.82,258.8186182425381,10.818618242538093,217957.59530570664,0.11378360072846094,0.1187472351580682
HUANCAVELICA,TAYACAJA,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,241,95.82,251.51325401795035,10.513254017950345,217957.59530570664,0.11057196683693182,0.11539549868183241
HUANCAVELICA,TAYACAJA,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,200,95.82,208.7246921310791,8.72469213107911,217957.59530570664,0.09176096832940399,0.09576389932102275
HUANCAVELICA,TAYACAJA,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,154,95.82,160.71801294093092,6.718012940930919,217957.59530570664,0.07065594561364108,0.07373820247718751
HUANCAVELICA,TAYACAJA,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,86,95.82,89.75161761636402,3.7516176163640154,217957.59530570664,0.03945721638164372,0.04117847670803978
HUANCAVELICA,TAYACAJA,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,85,95.82,88.70799415570863,3.707994155708633,217957.59530570664,0.0389984115399967,0.040699657211434676
HUANCAVELICA,TAYACAJA,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,78,95.82,81.40262993112086,3.402629931120856,217957.59530570664,0.03578677764846756,0.037347920735198874
HUANCAVELICA,TAYACAJA,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,75,95.82,78.27175954915467,3.271759549154666,217957.59530570664,0.034410363123526494,0.03591146224538353
HUANCAVELICA,TAYACAJA,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,73,95.82,76.18451262784387,3.1845126278438727,217957.59530570664,0.03349275344023246,0.034953823252173305
HUANCAVELICA,TAYACAJA,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,65,95.82,67.83552494260071,2.8355249426007134,217957.59530570664,0.029822314707056298,0.031123267279332397
HUANCAVELICA,TAYACAJA,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,49,95.82,51.13754957211439,2.137549572114388,217957.59530570664,0.02248143724070398,0.023462155333650574
HUANCAVELICA,TAYACAJA,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,45,95.82,46.9630557294928,1.963055729492801,217957.59530570664,0.0206462178741159,0.02154687734723012
HUANCAVELICA,TAYACAJA,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,42,95.82,43.83218534752662,1.832185347526618,217957.59530570664,0.01926980334917484,0.02011041885741478
HUANCAVELICA,TAYACAJA,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,38,95.82,39.65769150490503,1.6576915049050314,217957.59530570664,0.017434583982586762,0.01819514087099432
HUANCAVELICA,TAYACAJA,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,33,95.82,34.439574201628055,1.439574201628055,217957.59530570664,0.015140559774351659,0.015801043387968755
HUANCAVELICA,TAYACAJA,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,25,95.82,26.09058651638489,1.0905865163848887,217957.59530570664,0.011470121041175499,0.011970487415127844
HUANCAVELICA,TAYACAJA,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,24,95.82,25.046963055729496,1.0469630557294956,217957.59530570664,0.01101131619952848,0.01149166791852273
HUANCAVELICA,TAYACAJA,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,17,95.82,17.741598831141726,0.7415988311417259,217957.59530570664,0.007799682307999339,0.008139931442286934
HUANCAVELICA,TAYACAJA,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,16,95.82,16.69797537048633,0.6979753704863292,217957.59530570664,0.0073408774663523205,0.00766111194568182
HUANUCO,AMBO,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,8203,89.08,9208.57656039515,1005.5765603951495,440095.5472819823,1.8639134275866904,2.0924039375692525
HUANUCO,AMBO,,VOTOS EN BLANCO,5341,89.08,5995.734171531208,654.7341715312077,440095.5472819823,1.213600099566075,1.3623710143310226
HUANUCO,AMBO,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,3879,89.08,4354.512797485406,475.5127974854058,440095.5472819823,0.8813995106191359,0.9894471380996136
HUANUCO,AMBO,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,3032,89.08,3403.6820835204308,371.68208352043075,440095.5472819823,0.6889413034795617,0.7733961646604869
HUANUCO,AMBO,,VOTOS NULOS,1945,89.08,2183.4306241580603,238.43062415806025,440095.5472819823,0.4419494839273574,0.49612649744876225
HUANUCO,AMBO,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,1266,89.08,1421.1944319712618,155.1944319712618,440095.5472819823,0.2876648054766244,0.32292860965045395
HUANUCO,AMBO,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,1047,89.08,1175.3480017961383,128.3480017961383,440095.5472819823,0.2379028841500993,0.2670665515829584
HUANUCO,AMBO,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,1036,89.08,1162.9995509654243,126.9995509654243,440095.5472819823,0.23540342691452046,0.26426069478504766
HUANUCO,AMBO,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,708,89.08,794.791198922317,86.791198922317,440095.5472819823,0.16087415661725912,0.18059514662916382
HUANUCO,AMBO,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,631,89.08,708.3520431073192,77.35204310731922,440095.5472819823,0.14337795596820693,0.16095414904378866
HUANUCO,AMBO,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,395,89.08,443.4216434665469,48.421643466546925,440095.5472819823,0.08975323709578722,0.1007557668340674
HUANUCO,AMBO,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,313,89.08,351.36955545577007,38.36955545577007,440095.5472819823,0.07112091952147191,0.07983937979509644
HUANUCO,AMBO,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,288,89.08,323.3048944768747,35.30489447687472,440095.5472819823,0.06544033489515627,0.0734624325271175
HUANUCO,AMBO,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,263,89.08,295.2402334979793,32.24023349797932,440095.5472819823,0.05975975026884062,0.06708548525913853
HUANUCO,AMBO,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",260,89.08,291.8724741805119,31.872474180511915,440095.5472819823,0.05907808011368274,0.06632025158698107
HUANUCO,AMBO,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,220,89.08,246.9690166142793,26.969016614279298,440095.5472819823,0.049989144711577706,0.056117135958214756
HUANUCO,AMBO,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,220,89.08,246.9690166142793,26.969016614279298,440095.5472819823,0.049989144711577706,0.056117135958214756
HUANUCO,AMBO,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,188,89.08,211.04625056129322,23.04625056129322,440095.5472819823,0.042717996389893674,0.047954643455201694
HUANUCO,AMBO,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,175,89.08,196.45262685226763,21.452626852267628,440095.5472819823,0.03976409238420953,0.044638630875852646
HUANUCO,AMBO,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,166,89.08,186.34934889986528,20.349348899865277,440095.5472819823,0.0377190819187359,0.04234292985938022
