departamento,provincia,candidato,partido,votos,actas_total,actas_procesadas,avance_pct,votos_validos_prov,votos_estimados,votos_restantes
SAN MARTIN,MARISCAL CÁCERES,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,67,186,173,93.011,24313,72.03449054412918,5.034490544129184
SAN MARTIN,MARISCAL CÁCERES,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,66,186,173,93.011,24313,70.95934889421682,4.9593488942168165
SAN MARTIN,MARISCAL CÁCERES,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,60,186,173,93.011,24313,64.50849899474255,4.508498994742553
SAN MARTIN,MARISCAL CÁCERES,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,48,186,173,93.011,24313,51.606799195794046,3.6067991957940464
SAN MARTIN,MARISCAL CÁCERES,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,47,186,173,93.011,24313,50.53165754588167,3.5316575458816715
SAN MARTIN,MARISCAL CÁCERES,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,42,186,173,93.011,24313,45.15594929631979,3.1559492963197897
SAN MARTIN,MARISCAL CÁCERES,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,41,186,173,93.011,24313,44.080807646407415,3.080807646407415
SAN MARTIN,MARISCAL CÁCERES,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,39,186,173,93.011,24313,41.930524346582665,2.930524346582665
SAN MARTIN,MARISCAL CÁCERES,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,32,186,173,93.011,24313,34.40453279719603,2.4045327971960333
SAN MARTIN,MARISCAL CÁCERES,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,22,186,173,93.011,24313,23.65311629807227,1.6531162980722698
SAN MARTIN,MARISCAL CÁCERES,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,10,186,173,93.011,24313,10.75141649912376,0.75141649912376
SAN MARTIN,MOYOBAMBA,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,15060,379,359,94.723,56918,15898.98968571519,838.9896857151907
SAN MARTIN,MOYOBAMBA,,VOTOS EN BLANCO,14625,379,359,94.723,56918,15439.75591989274,814.7559198927393
SAN MARTIN,MOYOBAMBA,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,11061,379,359,94.723,56918,11677.20616956811,616.2061695681095
SAN MARTIN,MOYOBAMBA,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,7301,379,359,94.723,56918,7707.737297171753,406.7372971717532
SAN MARTIN,MOYOBAMBA,,VOTOS NULOS,5405,379,359,94.723,56918,5706.111504069761,301.1115040697614
SAN MARTIN,MOYOBAMBA,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,3354,379,359,94.723,56918,3540.8506909620683,186.85069096206826
SAN MARTIN,MOYOBAMBA,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,2939,379,359,94.723,56918,3102.7311212693853,163.7311212693853
SAN MARTIN,MOYOBAMBA,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,2622,379,359,94.723,56918,2768.0711126125652,146.07111261256523
SAN MARTIN,MOYOBAMBA,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,2543,379,359,94.723,56918,2684.670037899982,141.67003789998216
SAN MARTIN,MOYOBAMBA,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,1665,379,359,94.723,56918,1757.7568278031733,92.75682780317334
SAN MARTIN,MOYOBAMBA,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,1421,379,359,94.723,56918,1500.1636350200056,79.16363502000559
SAN MARTIN,MOYOBAMBA,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",1281,379,359,94.723,56918,1352.3642621116308,71.36426211163075
SAN MARTIN,MOYOBAMBA,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,993,379,359,94.723,56918,1048.3198378429738,55.31983784297381
SAN MARTIN,MOYOBAMBA,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,724,379,359,94.723,56918,764.3338998975961,40.3338998975961
SAN MARTIN,MOYOBAMBA,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,643,379,359,94.723,56918,678.8214055720364,35.82140557203638
SAN MARTIN,MOYOBAMBA,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,585,379,359,94.723,56918,617.5902367957095,32.59023679570953
SAN MARTIN,MOYOBAMBA,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,507,379,359,94.723,56918,535.244871889615,28.244871889614956
SAN MARTIN,MOYOBAMBA,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,467,379,359,94.723,56918,493.0164796300793,26.01647963007929
SAN MARTIN,MOYOBAMBA,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,432,379,359,94.723,56918,456.0666364029855,24.066636402985523
SAN MARTIN,MOYOBAMBA,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,385,379,359,94.723,56918,406.4482754980311,21.44827549803108
SAN MARTIN,MOYOBAMBA,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,381,379,359,94.723,56918,402.2254362720775,21.225436272077502
SAN MARTIN,MOYOBAMBA,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,367,379,359,94.723,56918,387.44549898124,20.445498981240007
SAN MARTIN,MOYOBAMBA,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,360,379,359,94.723,56918,380.0555303358213,20.055530335821288
SAN MARTIN,MOYOBAMBA,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,286,379,359,94.723,56918,301.93300465568024,15.933004655680236
SAN MARTIN,MOYOBAMBA,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,208,379,359,94.723,56918,219.58763974958563,11.587639749585634
SAN MARTIN,MOYOBAMBA,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,200,379,359,94.723,56918,211.14196129767848,11.141961297678478
SAN MARTIN,MOYOBAMBA,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,178,379,359,94.723,56918,187.91634555493386,9.916345554933855
SAN MARTIN,MOYOBAMBA,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,160,379,359,94.723,56918,168.91356903814278,8.913569038142782
SAN MARTIN,MOYOBAMBA,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,149,379,359,94.723,56918,157.30076116677049,8.300761166770485
SAN MARTIN,MOYOBAMBA,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,125,379,359,94.723,56918,131.96372581104904,6.963725811049045
SAN MARTIN,MOYOBAMBA,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,92,379,359,94.723,56918,97.12530219693211,5.125302196932111
SAN MARTIN,MOYOBAMBA,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,88,379,359,94.723,56918,92.90246297097853,4.902462970978533
SAN MARTIN,MOYOBAMBA,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,80,379,359,94.723,56918,84.45678451907139,4.456784519071391
SAN MARTIN,MOYOBAMBA,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,80,379,359,94.723,56918,84.45678451907139,4.456784519071391
SAN MARTIN,MOYOBAMBA,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,68,379,359,94.723,56918,71.78826684121069,3.7882668412106852
SAN MARTIN,MOYOBAMBA,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,54,379,359,94.723,56918,57.00832955037319,3.0083295503731904
SAN MARTIN,MOYOBAMBA,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,36,379,359,94.723,56918,38.00555303358213,2.0055530335821317
SAN MARTIN,MOYOBAMBA,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,23,379,359,94.723,56918,24.281325549233028,1.2813255492330278
SAN MARTIN,PICOTA,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,5077,132,119,90.152,18166,5631.599964504393,554.599964504393
SAN MARTIN,PICOTA,,VOTOS EN BLANCO,5051,132,119,90.152,18166,5602.759783476795,551.7597834767948
SAN MARTIN,PICOTA,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,4970,132,119,90.152,18166,5512.911527198509,542.9115271985092
SAN MARTIN,PICOTA,,VOTOS NULOS,1558,132,119,90.152,18166,1728.1923861922087,170.1923861922087
SAN MARTIN,PICOTA,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,1488,132,119,90.152,18166,1650.5457449640608,162.54574496406076
SAN MARTIN,PICOTA,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,856,132,119,90.152,18166,949.5074984470672,93.50749844706718
SAN MARTIN,PICOTA,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,711,132,119,90.152,18166,788.6680273316177,77.66802733161774
SAN MARTIN,PICOTA,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,564,132,119,90.152,18166,625.6100807525069,61.61008075250686
SAN MARTIN,PICOTA,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,482,132,119,90.152,18166,534.6525867423907,52.65258674239067
SAN MARTIN,PICOTA,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,472,132,119,90.152,18166,523.5602094240837,51.56020942408372
SAN MARTIN,PICOTA,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,460,132,119,90.152,18166,510.2493566421156,50.24935664211557
SAN MARTIN,PICOTA,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,456,132,119,90.152,18166,505.8124057147928,49.81240571479282
SAN MARTIN,PICOTA,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,256,132,119,90.152,18166,283.9648593486556,27.96485934865558
SAN MARTIN,PICOTA,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,250,132,119,90.152,18166,277.3094329576715,27.309432957671504
SAN MARTIN,PICOTA,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,248,132,119,90.152,18166,275.0909574940101,27.090957494010127
SAN MARTIN,PICOTA,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,187,132,119,90.152,18166,207.42745585233828,20.427455852338284
SAN MARTIN,PICOTA,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,178,132,119,90.152,18166,197.4443162658621,19.444316265862113
SAN MARTIN,PICOTA,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,174,132,119,90.152,18166,193.00736533853936,19.00736533853936
SAN MARTIN,PICOTA,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,164,132,119,90.152,18166,181.9149880202325,17.9149880202325
SAN MARTIN,PICOTA,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,153,132,119,90.152,18166,169.71337297009495,16.71337297009495
SAN MARTIN,PICOTA,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",138,132,119,90.152,18166,153.07480699263468,15.074806992634677
SAN MARTIN,PICOTA,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,129,132,119,90.152,18166,143.09166740615848,14.091667406158479
SAN MARTIN,PICOTA,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,112,132,119,90.152,18166,124.23462596503683,12.234625965036827
SAN MARTIN,PICOTA,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,91,132,119,90.152,18166,100.94063359659242,9.94063359659242
SAN MARTIN,PICOTA,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,87,132,119,90.152,18166,96.50368266926968,9.50368266926968
SAN MARTIN,PICOTA,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,84,132,119,90.152,18166,93.17596947377763,9.175969473777627
SAN MARTIN,PICOTA,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,47,132,119,90.152,18166,52.13417339604224,5.134173396042243
SAN MARTIN,PICOTA,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,47,132,119,90.152,18166,52.13417339604224,5.134173396042243
SAN MARTIN,PICOTA,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,42,132,119,90.152,18166,46.587984736888814,4.587984736888814
SAN MARTIN,PICOTA,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,41,132,119,90.152,18166,45.478747005058125,4.478747005058125
SAN MARTIN,PICOTA,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,36,132,119,90.152,18166,39.932558345904695,3.9325583459046953
SAN MARTIN,PICOTA,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,36,132,119,90.152,18166,39.932558345904695,3.9325583459046953
SAN MARTIN,PICOTA,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,32,132,119,90.152,18166,35.49560741858195,3.4956074185819475
SAN MARTIN,PICOTA,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,29,132,119,90.152,18166,32.167894223089895,3.1678942230898954
SAN MARTIN,PICOTA,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,29,132,119,90.152,18166,32.167894223089895,3.1678942230898954
SAN MARTIN,PICOTA,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,23,132,119,90.152,18166,25.512467832105777,2.512467832105777
SAN MARTIN,PICOTA,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,12,132,119,90.152,18166,13.310852781968231,1.3108527819682312
SAN MARTIN,PICOTA,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,5,132,119,90.152,18166,5.5461886591534295,0.5461886591534295
SAN MARTIN,RIOJA,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,19232,386,367,95.078,60675,20227.60259997055,995.6025999705489
SAN MARTIN,RIOJA,,VOTOS EN BLANCO,14024,386,367,95.078,60675,14749.99474115989,725.9947411598896
SAN MARTIN,RIOJA,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,13193,386,367,95.078,60675,13875.975514840446,682.9755148404456
SAN MARTIN,RIOJA,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,8580,386,367,95.078,60675,9024.169629146594,444.16962914659416
SAN MARTIN,RIOJA,,VOTOS NULOS,4724,386,367,95.078,60675,4968.552136140853,244.55213614085278
SAN MARTIN,RIOJA,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,2007,386,367,95.078,60675,2110.898420244431,103.89842024443078
SAN MARTIN,RIOJA,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,1959,386,367,95.078,60675,2060.413555186268,101.41355518626779
SAN MARTIN,RIOJA,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,1900,386,367,95.078,60675,1998.3592418856097,98.35924188560966
SAN MARTIN,RIOJA,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,1898,386,367,95.078,60675,1996.2557058415196,98.25570584151956
SAN MARTIN,RIOJA,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,1801,386,367,95.078,60675,1894.234207703149,93.23420770314897
SAN MARTIN,RIOJA,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,1310,386,367,95.078,60675,1377.8161088790255,67.81610887902548
SAN MARTIN,RIOJA,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,1064,386,367,95.078,60675,1119.0811754559413,55.08117545594132
SAN MARTIN,RIOJA,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,945,386,367,95.078,60675,993.9207808325795,48.92078083257945
SAN MARTIN,RIOJA,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,912,386,367,95.078,60675,959.2124361050926,47.21243610509259
SAN MARTIN,RIOJA,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",807,386,367,95.078,60675,848.7767937903616,41.77679379036158
SAN MARTIN,RIOJA,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,735,386,367,95.078,60675,773.0494962031174,38.04949620311743
SAN MARTIN,RIOJA,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,445,386,367,95.078,60675,468.03676981005066,23.036769810050657
SAN MARTIN,RIOJA,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,441,386,367,95.078,60675,463.82969772187045,22.829697721870446
SAN MARTIN,RIOJA,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,436,386,367,95.078,60675,458.5708576116451,22.570857611645124
SAN MARTIN,RIOJA,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,429,386,367,95.078,60675,451.20848145732975,22.208481457329754
SAN MARTIN,RIOJA,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,350,386,367,95.078,60675,368.1188077157702,18.118807715770174
SAN MARTIN,RIOJA,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,319,386,367,95.078,60675,335.5139990323734,16.51399903237342
SAN MARTIN,RIOJA,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,289,386,367,95.078,60675,303.96095837102166,14.960958371021661
SAN MARTIN,RIOJA,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,234,386,367,95.078,60675,246.1137171585435,12.113717158543494
SAN MARTIN,RIOJA,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,190,386,367,95.078,60675,199.83592418856097,9.835924188560966
SAN MARTIN,RIOJA,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,170,386,367,95.078,60675,178.8005637476598,8.800563747659794
SAN MARTIN,RIOJA,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,140,386,367,95.078,60675,147.24752308630806,7.247523086308064
SAN MARTIN,RIOJA,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,133,386,367,95.078,60675,139.88514693199267,6.885146931992665
SAN MARTIN,RIOJA,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,123,386,367,95.078,60675,129.36746671154208,6.367466711542079
SAN MARTIN,RIOJA,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,107,386,367,95.078,60675,112.53917835882118,5.539178358821175
SAN MARTIN,RIOJA,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,99,386,367,95.078,60675,104.12503418246071,5.125034182460709
SAN MARTIN,RIOJA,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,85,386,367,95.078,60675,89.4002818738299,4.400281873829897
SAN MARTIN,RIOJA,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,85,386,367,95.078,60675,89.4002818738299,4.400281873829897
SAN MARTIN,RIOJA,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,72,386,367,95.078,60675,75.72729758724415,3.727297587244152
SAN MARTIN,RIOJA,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,67,386,367,95.078,60675,70.46845747701886,3.468457477018859
SAN MARTIN,RIOJA,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,64,386,367,95.078,60675,67.31315341088369,3.313153410883686
SAN MARTIN,RIOJA,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,34,386,367,95.078,60675,35.76011274953196,1.760112749531963
SAN MARTIN,RIOJA,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,20,386,367,95.078,60675,21.035360440901155,1.0353604409011545
SAN MARTIN,SAN MARTÍN,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,22536,574,533,92.857,93236,24269.57579934738,1733.5757993473817
SAN MARTIN,SAN MARTÍN,,VOTOS EN BLANCO,17962,574,533,92.857,93236,19343.72206726472,1381.72206726472
SAN MARTIN,SAN MARTÍN,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,9223,574,533,92.857,93236,9932.476819195106,709.4768191951061
SAN MARTIN,SAN MARTÍN,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,8446,574,533,92.857,93236,9095.706301086617,649.7063010866168
SAN MARTIN,SAN MARTÍN,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,8264,574,533,92.857,93236,8899.705999547692,635.705999547692
SAN MARTIN,SAN MARTÍN,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,7848,574,533,92.857,93236,8451.705310315861,603.7053103158614
SAN MARTIN,SAN MARTÍN,,VOTOS NULOS,7723,574,533,92.857,93236,8317.089718599567,594.0897185995673
SAN MARTIN,SAN MARTÍN,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,7651,574,533,92.857,93236,8239.55113777098,588.5511377709809
SAN MARTIN,SAN MARTÍN,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,5934,574,533,92.857,93236,6390.471369955953,456.4713699559534
SAN MARTIN,SAN MARTÍN,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",2581,574,533,92.857,93236,2779.542737758058,198.54273775805814
SAN MARTIN,SAN MARTÍN,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,2510,574,533,92.857,93236,2703.0810816632024,193.08108166320244
SAN MARTIN,SAN MARTÍN,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,2083,574,533,92.857,93236,2243.234220360339,160.2342203603389
SAN MARTIN,SAN MARTÍN,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,1680,574,533,92.857,93236,1809.233552667004,129.233552667004
SAN MARTIN,SAN MARTÍN,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,1656,574,533,92.857,93236,1783.3873590574754,127.38735905747535
SAN MARTIN,SAN MARTÍN,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,1656,574,533,92.857,93236,1783.3873590574754,127.38735905747535
SAN MARTIN,SAN MARTÍN,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,1120,574,533,92.857,93236,1206.1557017780028,86.15570177800282
SAN MARTIN,SAN MARTÍN,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,1083,574,533,92.857,93236,1166.3094866299793,83.30948662997935
SAN MARTIN,SAN MARTÍN,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,964,574,533,92.857,93236,1038.1554433160666,74.15544331606657
SAN MARTIN,SAN MARTÍN,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,862,574,533,92.857,93236,928.30912047557,66.30912047557001
SAN MARTIN,SAN MARTÍN,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,832,574,533,92.857,93236,896.0013784636592,64.0013784636592
SAN MARTIN,SAN MARTÍN,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,734,574,533,92.857,93236,790.4627545580839,56.46275455808393
SAN MARTIN,SAN MARTÍN,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,725,574,533,92.857,93236,780.7704319545107,55.77043195451074
SAN MARTIN,SAN MARTÍN,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,600,574,533,92.857,93236,646.1548402382158,46.1548402382158
SAN MARTIN,SAN MARTÍN,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,586,574,533,92.857,93236,631.0778939659907,45.07789396599071
SAN MARTIN,SAN MARTÍN,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,571,574,533,92.857,93236,614.9240229600354,43.92402296003536
SAN MARTIN,SAN MARTÍN,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,567,574,533,92.857,93236,610.6163240251138,43.61632402511384
SAN MARTIN,SAN MARTÍN,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,414,574,533,92.857,93236,445.84683976436884,31.846839764368838
SAN MARTIN,SAN MARTÍN,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,323,574,533,92.857,93236,347.8466889949061,24.846688994906117
SAN MARTIN,SAN MARTÍN,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,291,574,533,92.857,93236,313.38509751553465,22.385097515534653
SAN MARTIN,SAN MARTÍN,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,270,574,533,92.857,93236,290.7696781071971,20.76967810719708
SAN MARTIN,SAN MARTÍN,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,250,574,533,92.857,93236,269.2311834325899,19.231183432589887
SAN MARTIN,SAN MARTÍN,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,207,574,533,92.857,93236,222.92341988218442,15.923419882184419
