departamento,provincia,candidato,partido,votos,actas_total,actas_procesadas,avance_pct,votos_validos_prov
LA LIBERTAD,SÁNCHEZ CARRIÓN,,VOTOS EN BLANCO,14787,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,11389,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,,VOTOS NULOS,6810,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,4566,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,1673,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,1476,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,1420,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,1359,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,1350,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,1203,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,987,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,935,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,699,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",508,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,492,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,465,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,451,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,355,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,320,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,290,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,282,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,203,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,147,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,132,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,106,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,105,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,101,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,99,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,93,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,83,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,64,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,58,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,40,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,37,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,31,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,26,428,345,80.607,47625
LA LIBERTAD,SÁNCHEZ CARRIÓN,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,21,428,345,80.607,47625
LA LIBERTAD,SANTIAGO DE CHUCO,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,2151,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,,VOTOS EN BLANCO,2130,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,1199,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,,VOTOS NULOS,843,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,674,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,504,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,378,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,350,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,217,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,169,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,168,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,149,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,110,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,109,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",89,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,84,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,83,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,77,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,66,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,56,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,53,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,43,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,37,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,30,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,20,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,20,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,19,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,17,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,16,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,12,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,10,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,10,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,7,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,7,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,6,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,6,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,4,155,58,37.419,6951
LA LIBERTAD,SANTIAGO DE CHUCO,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,1,155,58,37.419,6951
LA LIBERTAD,TRUJILLO,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,85329,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,61083,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,,VOTOS EN BLANCO,53619,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,53265,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,51161,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,42895,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,28604,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,,VOTOS NULOS,26379,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,22759,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,21477,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",19796,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,15136,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,14003,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,13220,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,8282,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,6240,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,3715,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,3252,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,2429,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,2410,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,2088,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,1724,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,1701,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1531,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1496,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,1474,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,1187,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,1182,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,1157,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,929,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,774,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,669,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,565,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,431,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,380,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,226,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,215,2849,2368,83.117,472982
LA LIBERTAD,TRUJILLO,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,197,2849,2368,83.117,472982
LA LIBERTAD,VIRÚ,,VOTOS EN BLANCO,5512,283,131,46.29,23557
LA LIBERTAD,VIRÚ,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,4463,283,131,46.29,23557
LA LIBERTAD,VIRÚ,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,3819,283,131,46.29,23557
LA LIBERTAD,VIRÚ,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,3142,283,131,46.29,23557
LA LIBERTAD,VIRÚ,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,2902,283,131,46.29,23557
LA LIBERTAD,VIRÚ,,VOTOS NULOS,2019,283,131,46.29,23557
LA LIBERTAD,VIRÚ,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,1435,283,131,46.29,23557
LA LIBERTAD,VIRÚ,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,1225,283,131,46.29,23557
LA LIBERTAD,VIRÚ,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,851,283,131,46.29,23557
LA LIBERTAD,VIRÚ,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,760,283,131,46.29,23557
LA LIBERTAD,VIRÚ,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,720,283,131,46.29,23557
LA LIBERTAD,VIRÚ,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,594,283,131,46.29,23557
LA LIBERTAD,VIRÚ,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,516,283,131,46.29,23557
LA LIBERTAD,VIRÚ,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,499,283,131,46.29,23557
LA LIBERTAD,VIRÚ,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",423,283,131,46.29,23557
LA LIBERTAD,VIRÚ,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,386,283,131,46.29,23557
LA LIBERTAD,VIRÚ,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,306,283,131,46.29,23557
LA LIBERTAD,VIRÚ,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,227,283,131,46.29,23557
LA LIBERTAD,VIRÚ,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,221,283,131,46.29,23557
LA LIBERTAD,VIRÚ,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,203,283,131,46.29,23557
LA LIBERTAD,VIRÚ,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,175,283,131,46.29,23557
LA LIBERTAD,VIRÚ,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,102,283,131,46.29,23557
LA LIBERTAD,VIRÚ,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,94,283,131,46.29,23557
LA LIBERTAD,VIRÚ,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,77,283,131,46.29,23557
LA LIBERTAD,VIRÚ,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,71,283,131,46.29,23557
LA LIBERTAD,VIRÚ,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,49,283,131,46.29,23557
LA LIBERTAD,VIRÚ,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,45,283,131,46.29,23557
LA LIBERTAD,VIRÚ,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,42,283,131,46.29,23557
LA LIBERTAD,VIRÚ,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,35,283,131,46.29,23557
LA LIBERTAD,VIRÚ,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,33,283,131,46.29,23557
LA LIBERTAD,VIRÚ,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,29,283,131,46.29,23557
LA LIBERTAD,VIRÚ,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,26,283,131,46.29,23557
LA LIBERTAD,VIRÚ,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,22,283,131,46.29,23557
LA LIBERTAD,VIRÚ,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,21,283,131,46.29,23557
LA LIBERTAD,VIRÚ,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,21,283,131,46.29,23557
LA LIBERTAD,VIRÚ,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,11,283,131,46.29,23557
LA LIBERTAD,VIRÚ,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,7,283,131,46.29,23557
LA LIBERTAD,VIRÚ,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,5,283,131,46.29,23557
LAMBAYEQUE,CHICLAYO,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,104053,2391,2227,93.141,430132
LAMBAYEQUE,CHICLAYO,,VOTOS EN BLANCO,52716,2391,2227,93.141,430132
LAMBAYEQUE,CHICLAYO,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,52279,2391,2227,93.141,430132
LAMBAYEQUE,CHICLAYO,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,46043,2391,2227,93.141,430132
LAMBAYEQUE,CHICLAYO,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,44938,2391,2227,93.141,430132
LAMBAYEQUE,CHICLAYO,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,33958,2391,2227,93.141,430132
LAMBAYEQUE,CHICLAYO,,VOTOS NULOS,30120,2391,2227,93.141,430132
LAMBAYEQUE,CHICLAYO,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,29962,2391,2227,93.141,430132
LAMBAYEQUE,CHICLAYO,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,20945,2391,2227,93.141,430132
LAMBAYEQUE,CHICLAYO,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",15872,2391,2227,93.141,430132
LAMBAYEQUE,CHICLAYO,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,14975,2391,2227,93.141,430132
LAMBAYEQUE,CHICLAYO,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,8548,2391,2227,93.141,430132
LAMBAYEQUE,CHICLAYO,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,8031,2391,2227,93.141,430132
LAMBAYEQUE,CHICLAYO,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,6706,2391,2227,93.141,430132
LAMBAYEQUE,CHICLAYO,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,6144,2391,2227,93.141,430132
LAMBAYEQUE,CHICLAYO,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,4760,2391,2227,93.141,430132
LAMBAYEQUE,CHICLAYO,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,4100,2391,2227,93.141,430132
LAMBAYEQUE,CHICLAYO,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,3856,2391,2227,93.141,430132
LAMBAYEQUE,CHICLAYO,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,2783,2391,2227,93.141,430132
LAMBAYEQUE,CHICLAYO,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,2495,2391,2227,93.141,430132
LAMBAYEQUE,CHICLAYO,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,2375,2391,2227,93.141,430132
LAMBAYEQUE,CHICLAYO,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,2305,2391,2227,93.141,430132
LAMBAYEQUE,CHICLAYO,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,2252,2391,2227,93.141,430132
LAMBAYEQUE,CHICLAYO,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,2022,2391,2227,93.141,430132
LAMBAYEQUE,CHICLAYO,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1930,2391,2227,93.141,430132
LAMBAYEQUE,CHICLAYO,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,1340,2391,2227,93.141,430132
LAMBAYEQUE,CHICLAYO,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,1232,2391,2227,93.141,430132
LAMBAYEQUE,CHICLAYO,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,1073,2391,2227,93.141,430132
LAMBAYEQUE,CHICLAYO,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,897,2391,2227,93.141,430132
LAMBAYEQUE,CHICLAYO,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,855,2391,2227,93.141,430132
